artist,name,date,time,currency,min_price,max_price,venue_name,venue_city,venue_state
Gracie Abrams,Gracie Abrams: The Secret of Us Tour with special guest Role Model,2024-09-24,20:00:00,USD,69.5,89.5,Uptown Theater,Kansas City,Missouri
Gracie Abrams,Taylor Swift | The Eras Tour,2024-10-18,19:00:00,USD,49.0,561.0,Hard Rock Stadium,Miami,Florida
Gracie Abrams,Taylor Swift | The Eras Tour,2024-10-19,19:00:00,USD,49.0,561.0,Hard Rock Stadium,Miami,Florida
Gracie Abrams,Taylor Swift | The Eras Tour,2024-10-20,19:00:00,USD,49.0,561.0,Hard Rock Stadium,Miami,Florida
Gracie Abrams,Taylor Swift | The Eras Tour,2024-10-25,19:00:00,USD,49.0,561.0,Caesars Superdome ,New Orleans,Louisiana
Gracie Abrams,Taylor Swift | The Eras Tour,2024-10-26,19:00:00,USD,49.0,561.0,Caesars Superdome ,New Orleans,Louisiana
Gracie Abrams,Taylor Swift | The Eras Tour,2024-10-27,19:00:00,USD,49.0,561.0,Caesars Superdome ,New Orleans,Louisiana
Miley Cyrus,Best of Both Worlds Hannah Montana Night,2024-11-15,21:00:00,USD,16.0,27.0,Steelhouse Omaha,Omaha,Nebraska
Miley Cyrus,Bop to the Top Presents Best of Both Worlds Hannah Montana Night,2024-11-16,20:30:00,USD,15.0,19.0,Emo's Austin,Austin,Texas
Miley Cyrus,Bop to the Top Presents Best of Both Worlds Hannah Montana Night,2024-10-25,21:00:00,USD,18.0,30.0,Vibrant Music Hall,Waukee,Iowa
Miley Cyrus,Bop to the Top Presents Best of Both Worlds Hannah Montana Night,2024-10-26,20:30:00,USD,18.0,40.0,House of Blues New Orleans ,New Orleans,Louisiana
Miley Cyrus,Bop to the Top Presents Best of Both Worlds Hannah Montana Night 18+,2024-09-27,21:00:00,USD,17.0,22.0,The Belasco,Los Angeles,California
Deftones,Deftones - North American Tour 2025,2025-03-15,19:00:00,USD,39.5,169.5,American Airlines Center,Dallas,Texas
Deftones,Deftones - North American Tour 2025,2025-03-13,19:00:00,USD,35.5,165.5,Frost Bank Center,San Antonio,Texas
Deftones,Deftones - North American Tour 2025,2025-04-04,19:00:00,USD,39.5,169.5,Wells Fargo Center,Philadelphia,Pennsylvania
Deftones,Deftones - North American Tour 2025,2025-04-03,19:00:00,USD,49.5,169.5,Madison Square Garden,New York,New York
Deftones,Deftones - North American Tour 2025,2025-03-24,19:00:00,USD,39.5,149.5,Spectrum Center ,Charlotte,North Carolina
Deftones,Deftones - North American Tour 2025,2025-03-06,19:00:00,USD,59.5,169.5,Kia Forum,Inglewood,California
Deftones,Deftones - North American Tour 2025,2025-04-06,19:00:00,USD,39.5,149.5,Capital One Arena,Washington,District of Columbia
Deftones,Deftones - North American Tour 2025,2025-02-27,19:00:00,USD,59.5,169.5,Climate Pledge Arena,Seattle,Washington
Deftones,Deftones - North American Tour 2025,2025-04-08,19:00:00,USD,39.5,149.5,TD Garden,Boston,Massachusetts
Deftones,Dia De Los Deftones 2024,2024-11-02,15:30:00,USD,60.0,110.0,Petco Park,San Diego,California
Deftones,Deftones - North American Tour 2025,2025-04-09,19:00:00,USD,39.5,149.5,Prudential Center,Newark,New Jersey
Deftones,Deftones - North American Tour 2025,2025-03-26,19:00:00,USD,33.75,131.75,Bridgestone Arena,Nashville,Tennessee
Deftones,Deftones - North American Tour 2025,2025-03-29,19:00:00,USD,39.5,149.5,Nationwide Arena,Columbus,Ohio
Deftones,Deftones - North American Tour 2025,2025-03-05,19:00:00,USD,59.5,169.5,Kia Forum,Inglewood,California
Deftones,Deftones - North American Tour 2025,2025-03-31,19:00:00,USD,54.5,164.5,United Center,Chicago,Illinois
Deftones,Deftones - North American Tour 2025,2025-03-18,19:00:00,USD,39.5,140.0,State Farm Arena,Atlanta,Georgia
Deftones,Deftones - North American Tour 2025,2025-03-04,19:00:00,USD,39.5,144.5,Chase Center,San Francisco,California
Deftones,Deftones - North American Tour 2025,2025-03-12,19:00:00,USD,59.5,184.75,Moody Center ATX,Austin,Texas
Deftones,Deftones - North American Tour 2025,2025-03-20,19:00:00,USD,55.5,165.5,Kia Center,Orlando,Florida
Deftones,Deftones - North American Tour 2025,2025-03-09,19:00:00,USD,54.5,174.5,Footprint Center,Phoenix,Arizona
The Kid LAROI,Lil Wayne - LIVE IN CONCERT,2024-10-16,19:00:00,USD,53.0,215.0,KFC Yum! Center,Louisville,Kentucky
The Kid LAROI,Lil Wayne: LIVE IN CONCERT,2024-10-11,19:00:00,USD,39.0,209.0,MVP Arena,Albany,New York
Future,USHER: Past Present Future,2024-10-22,20:00:00,USD,49.5,299.5,Spectrum Center ,Charlotte,North Carolina
Future,USHER: Past Present Future,2024-09-28,20:00:00,USD,101.85,333.9,Oakland Arena,Oakland,California
Future,USHER: Past Present Future,2024-12-12,20:00:00,USD,99.5,450.0,State Farm Arena,Atlanta,Georgia
Future,USHER: Past Present Future,2024-12-09,20:00:00,USD,99.5,450.0,State Farm Arena,Atlanta,Georgia
Future,USHER: Past Present Future,2024-10-12,20:00:00,USD,44.75,244.75,Kaseya Center,Miami,Florida
Future,USHER: Past Present Future,2024-10-05,20:00:00,USD,99.5,451.5,American Airlines Center,Dallas,Texas
Future,USHER: Past Present Future,2024-10-11,20:00:00,USD,44.75,244.75,Kaseya Center,Miami,Florida
Future,USHER: Past Present Future,2024-10-28,20:00:00,USD,44.5,315.0,United Center,Chicago,Illinois
Future,USHER: Past Present Future,2024-10-23,20:00:00,USD,49.5,299.5,Spectrum Center ,Charlotte,North Carolina
Future,USHER: Past Present Future,2024-09-29,20:00:00,USD,101.85,333.9,Oakland Arena,Oakland,California
Future,USHER: Past Present Future,2024-10-18,20:00:00,USD,99.5,450.0,State Farm Arena,Atlanta,Georgia
Future,USHER: Past Present Future,2024-10-04,20:00:00,USD,99.5,451.5,American Airlines Center,Dallas,Texas
Future,USHER: Past Present Future,2024-12-10,20:00:00,USD,99.5,450.0,State Farm Arena,Atlanta,Georgia
Future,USHER: Past Present Future,2024-10-03,20:00:00,USD,99.5,501.5,American Airlines Center,Dallas,Texas
Future,USHER: Past Present Future,2024-10-26,20:00:00,USD,45.5,295.5,Enterprise Center,Saint Louis,Missouri
Future,USHER: Past Present Future,2024-10-31,20:00:00,USD,44.5,315.0,United Center,Chicago,Illinois
Future,USHER: Past Present Future,2024-10-17,20:00:00,USD,99.5,450.0,State Farm Arena,Atlanta,Georgia
Future,USHER: Past Present Future,2024-10-20,20:00:00,USD,99.5,450.0,State Farm Arena,Atlanta,Georgia
Future,USHER: Past Present Future,2024-10-25,20:00:00,USD,45.5,295.5,Enterprise Center,Saint Louis,Missouri
Future,USHER: Past Present Future,2024-10-29,20:00:00,USD,44.5,315.0,United Center,Chicago,Illinois
Michael Jackson,MJ LIVE - Michael Jackson Tribute,2024-12-29,19:30:00,USD,34.0,47.0,Sound Board at MotorCity Casino Hotel,Detroit,Michigan
Michael Jackson,MJ LIVE - Michael Jackson Tribute,2025-02-07,20:00:00,USD,29.0,59.0,Peabody Auditorium,Daytona Beach,Florida
Michael Jackson,MJ LIVE - Michael Jackson Tribute,2024-09-22,19:30:00,USD,69.5,101.5,SAHARA THEATRE AT SAHARA LAS VEGAS,Las Vegas,Nevada
Michael Jackson,MJ LIVE - Michael Jackson Tribute,2024-09-23,19:30:00,USD,69.5,101.5,SAHARA THEATRE AT SAHARA LAS VEGAS,Las Vegas,Nevada
Michael Jackson,MJ LIVE - Michael Jackson Tribute,2024-10-01,19:30:00,USD,69.5,101.5,SAHARA THEATRE AT SAHARA LAS VEGAS,Las Vegas,Nevada
Michael Jackson,MJ LIVE - Michael Jackson Tribute,2024-10-10,19:30:00,USD,69.5,101.5,SAHARA THEATRE AT SAHARA LAS VEGAS,Las Vegas,Nevada
Michael Jackson,MJ LIVE - Michael Jackson Tribute,2024-10-12,19:30:00,USD,69.5,101.5,SAHARA THEATRE AT SAHARA LAS VEGAS,Las Vegas,Nevada
Michael Jackson,MJ LIVE - Michael Jackson Tribute,2024-09-24,19:30:00,USD,69.5,101.5,SAHARA THEATRE AT SAHARA LAS VEGAS,Las Vegas,Nevada
Michael Jackson,MJ LIVE - Michael Jackson Tribute,2024-10-13,19:30:00,USD,69.5,101.5,SAHARA THEATRE AT SAHARA LAS VEGAS,Las Vegas,Nevada
Michael Jackson,MJ LIVE - Michael Jackson Tribute,2024-10-05,19:30:00,USD,69.5,101.5,SAHARA THEATRE AT SAHARA LAS VEGAS,Las Vegas,Nevada
Michael Jackson,MJ LIVE - Michael Jackson Tribute,2024-09-27,19:30:00,USD,69.5,101.5,SAHARA THEATRE AT SAHARA LAS VEGAS,Las Vegas,Nevada
Michael Jackson,MJ LIVE - Michael Jackson Tribute,2024-10-18,19:30:00,USD,69.5,101.5,SAHARA THEATRE AT SAHARA LAS VEGAS,Las Vegas,Nevada
Michael Jackson,MJ LIVE - Michael Jackson Tribute,2024-10-19,19:30:00,USD,69.5,101.5,SAHARA THEATRE AT SAHARA LAS VEGAS,Las Vegas,Nevada
Michael Jackson,MJ LIVE - Michael Jackson Tribute,2024-10-26,19:30:00,USD,69.5,101.5,SAHARA THEATRE AT SAHARA LAS VEGAS,Las Vegas,Nevada
Michael Jackson,MJ LIVE - Michael Jackson Tribute,2024-09-26,19:30:00,USD,69.5,101.5,SAHARA THEATRE AT SAHARA LAS VEGAS,Las Vegas,Nevada
Michael Jackson,MJ LIVE - Michael Jackson Tribute,2024-10-14,19:30:00,USD,69.5,101.5,SAHARA THEATRE AT SAHARA LAS VEGAS,Las Vegas,Nevada
Michael Jackson,MJ LIVE - Michael Jackson Tribute,2024-10-04,19:30:00,USD,69.5,101.5,SAHARA THEATRE AT SAHARA LAS VEGAS,Las Vegas,Nevada
Michael Jackson,MJ LIVE - Michael Jackson Tribute,2024-10-28,19:30:00,USD,69.5,101.5,SAHARA THEATRE AT SAHARA LAS VEGAS,Las Vegas,Nevada
Michael Jackson,MJ LIVE - Michael Jackson Tribute,2024-10-03,19:30:00,USD,69.5,101.5,SAHARA THEATRE AT SAHARA LAS VEGAS,Las Vegas,Nevada
Michael Jackson,MJ LIVE - Michael Jackson Tribute,2024-09-28,19:30:00,USD,69.5,101.5,SAHARA THEATRE AT SAHARA LAS VEGAS,Las Vegas,Nevada
Doja Cat,Global Citizen Festival,2024-09-28,16:00:00,USD,79.0,3000.0,Great Lawn at Central Park,New York,New York
J. Cole,WBLS 50th Anniversary With DJ Cassidy's Pass The Mic Live!,2024-11-08,20:00:00,USD,76.5,176.5,Prudential Center,Newark,New Jersey
J. Cole,Zach Top: Cold Beer & Country Music Tour,2025-02-01,20:00:00,USD,20.0,59.5,The Andrew J Brady Music Center,Cincinnati,Ohio
Cody Johnson,Cody Johnson,2024-11-09,18:00:00,USD,61.0,206.0,Globe Life Field,Arlington,Texas
Cody Johnson,Cody Johnson,2024-10-26,19:00:00,USD,47.0,162.0,The Cynthia Woods Mitchell Pavilion presented by Huntsman,The Woodlands,Texas
Cody Johnson,Cody Johnson,2024-10-25,19:00:00,USD,47.0,162.0,The Cynthia Woods Mitchell Pavilion presented by Huntsman,The Woodlands,Texas
Cody Johnson,Cody Johnson - The Leather Tour,2024-10-11,19:30:00,USD,50.0,155.0,Xcel Energy Center,Saint Paul,Minnesota
Cody Johnson,Cody Johnson - The Leather Tour,2024-11-16,19:30:00,USD,45.0,150.0,Bryce Jordan Center,University Park,Pennsylvania
Cody Johnson,Cody Johnson - The Leather Tour,2024-11-15,19:30:00,USD,55.0,120.0,Wells Fargo Center,Philadelphia,Pennsylvania
Gunna,GUNNA: Wun of Dem Nights,2024-10-19,21:00:00,USD,60.5,90.5,The Anthem,Washington,District of Columbia
Gunna,GUNNA: Wun of Dem Nights,2024-10-21,21:00:00,USD,70.5,100.5,Brooklyn Paramount,Brooklyn,New York
Gunna,GUNNA: Wun of Dem Nights,2024-10-22,20:00:00,USD,40.5,100.5,MGM Music Hall at Fenway,Boston,Massachusetts
Gunna,GUNNA: Wun of Dem Nights,2024-10-23,20:00:00,USD,40.5,220.5,Toyota Oakdale Theatre,Wallingford,Connecticut
Gunna,GUNNA: Wun of Dem Nights,2024-10-29,20:00:00,USD,40.5,100.5,713 Music Hall,Houston,Texas
Gunna,GUNNA: Wun of Dem Nights,2024-10-30,20:00:00,USD,70.5,100.5,South Side Ballroom,Dallas,Texas
Gunna,GUNNA: Wun of Dem Nights,2024-11-04,19:00:00,USD,60.5,100.5,Hollywood Palladium,Hollywood,California
Gunna,Power 99 Presents POWERHOUSE,2024-10-25,18:00:00,USD,39.99,239.99,Wells Fargo Center,Philadelphia,Pennsylvania
Creedence Clearwater Revival,Commotion: A Tribute to the Music of Creedence Clearwater Revival,2025-02-08,20:00:00,USD,25.0,45.0,"The Paramount Theatre (Middletown, NY)",Middletown,New York
Creedence Clearwater Revival,The Rock & Roll Playhouse plays Music of Creedence Clearwater Revival,2024-11-24,12:00:00,USD,16.0,16.0,Brooklyn Bowl,Brooklyn,New York
Peso Pluma,Peso Pluma: Exodo Tour,2024-10-03,20:30:00,USD,39.5,249.5,Barclays Center,Brooklyn,New York
Peso Pluma,Peso Pluma: Exodo Tour,2024-09-28,20:00:00,USD,39.5,199.5,State Farm Arena,Atlanta,Georgia
Peso Pluma,Peso Pluma: Exodo Tour,2024-10-06,20:30:00,USD,35.5,245.5,United Center,Chicago,Illinois
Peso Pluma,Peso Pluma: Exodo Tour,2024-10-05,20:30:00,USD,35.5,245.5,United Center,Chicago,Illinois
Peso Pluma,Peso Pluma: Exodo Tour,2024-09-30,20:00:00,USD,39.5,199.5,Wells Fargo Center,Philadelphia,Pennsylvania
Peso Pluma,Peso Pluma: Exodo Tour,2024-10-13,20:00:00,USD,37.5,247.5,Greensboro Coliseum Complex,Greensboro,North Carolina
Peso Pluma,Peso Pluma: Exodo Tour,2024-10-09,20:30:00,USD,39.5,199.5,Capital One Arena,Washington,District of Columbia
Peso Pluma,Peso Pluma: Exodo Tour,2024-10-16,20:30:00,USD,35.75,245.75,Amalie Arena,Tampa,Florida
Peso Pluma,Peso Pluma: Exodo Tour,2024-10-11,20:00:00,USD,69.5,349.5,Mohegan Sun Arena,Uncasville,Connecticut
Peso Pluma,Peso Pluma: Exodo Tour,2024-10-17,20:30:00,USD,24.75,194.75,Kaseya Center,Miami,Florida
Lil Baby,"MC Magic, Baby Bash & Lil Rob",2024-11-30,19:00:00,USD,60.5,77.5,House of Blues Las Vegas ,Las Vegas,Nevada
Lil Baby,How The West Was Won,2024-11-16,19:30:00,USD,39.5,149.5,Acrisure Arena at Greater Palm Springs,Palm Desert,California
Rihanna,The Rock and Roll Playhouse plays the Music of Rihanna + More for Kids,2024-11-10,12:00:00,USD,16.0,16.0,Brooklyn Bowl,Brooklyn,New York
Bryson Tiller,Bryson Tiller,2024-10-17,20:00:00,USD,76.5,136.5,The Theater at MGM National Harbor,National Harbor,Maryland
Bryson Tiller,Bryson Tiller,2024-10-12,20:00:00,USD,79.0,129.0,Borgata Event Center,Atlantic City,New Jersey
Bryson Tiller,Just A Little Homecoming Weekend - Friday,2024-10-18,19:30:00,USD,35.0,150.0,MVP Arena,Albany,New York
Bryson Tiller,NCA&T Homecoming Concert,2024-10-19,19:30:00,USD,79.5,199.5,Greensboro Coliseum Complex,Greensboro,North Carolina
Bryson Tiller,Just A Little Homecoming Weekend - Ultimate Experience 2 Day Package,2024-10-18,,USD,70.0,247.5,MVP Arena,Albany,New York
Eagles,Eagles Live at Sphere,2025-01-18,20:30:00,USD,127.5,318.5,Sphere,Las Vegas,Nevada
Eagles,Eagles Live at Sphere,2024-09-27,20:30:00,USD,127.5,318.5,Sphere,Las Vegas,Nevada
Eagles,Eagles Live at Sphere,2024-10-11,20:30:00,USD,127.5,318.5,Sphere,Las Vegas,Nevada
Eagles,Eagles Live at Sphere,2024-09-28,20:30:00,USD,127.5,318.5,Sphere,Las Vegas,Nevada
Eagles,Eagles Live at Sphere,2024-10-12,20:30:00,USD,127.5,318.5,Sphere,Las Vegas,Nevada
Eagles,Eagles Live at Sphere,2024-11-09,20:30:00,USD,127.5,318.5,Sphere,Las Vegas,Nevada
Eagles,Eagles Live at Sphere,2024-10-19,20:30:00,USD,127.5,318.5,Sphere,Las Vegas,Nevada
Eagles,Eagles Live at Sphere,2024-10-18,20:30:00,USD,127.5,318.5,Sphere,Las Vegas,Nevada
Eagles,Eagles Live at Sphere,2024-11-02,20:30:00,USD,127.5,318.5,Sphere,Las Vegas,Nevada
Eagles,Eagles Live at Sphere,2024-11-08,20:30:00,USD,127.5,318.5,Sphere,Las Vegas,Nevada
Eagles,Eagles Live at Sphere,2024-11-01,20:30:00,USD,127.5,318.5,Sphere,Las Vegas,Nevada
Eagles,Eagles Live at Sphere,2024-12-06,20:30:00,USD,127.5,318.5,Sphere,Las Vegas,Nevada
Eagles,Eagles Live at Sphere,2024-12-14,20:30:00,USD,127.5,318.5,Sphere,Las Vegas,Nevada
Eagles,Eagles Live at Sphere,2024-12-07,20:30:00,USD,127.5,318.5,Sphere,Las Vegas,Nevada
Eagles,Eagles Live at Sphere,2025-01-25,20:30:00,USD,127.5,318.5,Sphere,Las Vegas,Nevada
Eagles,Eagles Live at Sphere,2024-12-13,20:30:00,USD,127.5,318.5,Sphere,Las Vegas,Nevada
Eagles,Eagles Live at Sphere,2025-01-17,20:30:00,USD,127.5,318.5,Sphere,Las Vegas,Nevada
Eagles,Eagles Live at Sphere,2025-01-24,20:30:00,USD,127.5,318.5,Sphere,Las Vegas,Nevada
Coldplay,"QUEEN NATION - Tribute to QUEEN, with Special Guest COLDPLAY USA",2024-12-07,20:00:00,USD,25.0,25.0,Gaslamp Long Beach,Long Beach,California
Toby Keith,The American Ride - Toby Keith Tribute,2024-11-09,19:30:00,USD,21.0,21.0,Cross Insurance Center,Bangor,Maine
Toby Keith,Beer For My Horses: The National Toby Keith Tribute Show,2024-12-15,18:00:00,USD,16.0,16.0,House of Blues Myrtle Beach,North Myrtle Beach,South Carolina
Jessie Murph,Jessie Murph,2024-11-23,20:00:00,USD,25.5,65.5,Von Braun Center Propst Arena,Huntsville,Alabama
Jessie Murph,Jessie Murph,2024-11-18,19:30:00,USD,33.0,33.0,The Hall at Spartanburg Memorial Auditorium,Spartanburg,South Carolina
Jessie Murph,Jessie Murph,2024-11-02,20:00:00,USD,0.0,0.0,Manchester Music Hall,Lexington,Kentucky
Jessie Murph,Jessie Murph,2024-11-03,20:00:00,USD,135.0,210.0,Manchester Music Hall,Lexington,Kentucky
Jessie Murph,Jessie Murph - In The Sticks Part II,2024-11-01,20:00:00,USD,20.25,54.75,Elliott Hall of Music,West Lafayette,Indiana
Jessie Murph,Jessie Murph - In The Sticks Part II,2024-10-26,20:00:00,USD,29.5,59.5,Baton Rouge River Center Theater,Baton Rouge,Louisiana
Jessie Murph,Jessie Murph - In The Sticks Part II,2024-11-09,19:30:00,USD,29.5,69.5,Landmark Theatre,Syracuse,New York
Max McNown,Corey Kent - The Black Bandana Tour (18+),2024-10-19,19:00:00,USD,22.0,30.0,Paradise Rock Club presented by Citizens,Boston,Massachusetts
Max McNown,Corey Kent - The Black Bandana Tour,2024-11-21,20:00:00,USD,20.0,30.0,Buckhead Theatre,Atlanta,Georgia
Max McNown,Corey Kent: The Black Bandana Tour,2024-10-16,18:30:00,USD,25.0,40.0,Gramercy Theatre,New York,New York
Max McNown,Corey Kent - The Black Bandana Tour,2024-11-23,18:30:00,USD,20.0,30.0,House of Blues Myrtle Beach,North Myrtle Beach,South Carolina
Rex Orange County,FINALLY: A Theatre Tour by Rex Orange County,2024-10-04,20:00:00,USD,29.5,129.5,Auditorium Theatre,Chicago,Illinois
Rex Orange County,FINALLY: A Theatre Tour by Rex Orange County,2024-10-11,20:00:00,USD,29.5,149.5,Beacon Theatre,New York,New York
Rex Orange County,FINALLY: A Theatre Tour by Rex Orange County,2024-10-05,20:00:00,USD,29.5,129.5,Auditorium Theatre,Chicago,Illinois
Rex Orange County,FINALLY: A Theatre Tour by Rex Orange County,2024-10-12,20:00:00,USD,29.5,149.5,Beacon Theatre,New York,New York
Rex Orange County,FINALLY: A Theatre Tour by Rex Orange County,2024-11-03,20:30:00,USD,29.5,149.5,Orpheum Theatre,Los Angeles,California
Rex Orange County,FINALLY: A Theatre Tour by Rex Orange County,2024-10-18,20:30:00,USD,29.5,115.5,Boch Center Wang Theatre,Boston,Massachusetts
Rex Orange County,FINALLY: A Theatre Tour by Rex Orange County,2024-10-19,20:30:00,USD,29.5,115.5,Boch Center Wang Theatre,Boston,Massachusetts
Rex Orange County,FINALLY: A Theatre Tour by Rex Orange County,2024-11-15,20:30:00,USD,29.5,159.5,Fontainebleau,Las Vegas,Nevada
Rex Orange County,FINALLY: A Theatre Tour by Rex Orange County,2024-10-13,20:00:00,USD,29.5,149.5,Beacon Theatre,New York,New York
Rex Orange County,FINALLY: A Theatre Tour by Rex Orange County,2024-11-09,20:30:00,USD,29.5,149.5,Orpheum Theatre,Los Angeles,California
Rex Orange County,FINALLY: A Theatre Tour by Rex Orange County,2024-10-03,20:00:00,USD,29.5,129.5,Auditorium Theatre,Chicago,Illinois
Rex Orange County,FINALLY: A Theatre Tour by Rex Orange County,2024-11-08,20:30:00,USD,29.5,149.5,Orpheum Theatre,Los Angeles,California
Rex Orange County,FINALLY: A Theatre Tour by Rex Orange County,2024-11-21,20:30:00,USD,26.0,126.0,Paramount Theatre-Oakland,Oakland,California
Rex Orange County,FINALLY: A Theatre Tour by Rex Orange County,2024-11-19,20:30:00,USD,26.0,126.0,Paramount Theatre-Oakland,Oakland,California
Rex Orange County,FINALLY: A Theatre Tour by Rex Orange County,2024-10-23,20:30:00,USD,29.5,99.5,Cobb Energy Performing Arts Centre,Atlanta,Georgia
Rex Orange County,FINALLY: A Theatre Tour by Rex Orange County,2024-10-24,20:30:00,USD,29.5,99.5,Cobb Energy Performing Arts Centre,Atlanta,Georgia
Green Day,Green Day - The Saviors Tour,2024-09-23,17:30:00,USD,29.5,199.0,T-Mobile Park,Seattle,Washington
Green Day,Green Day - The Saviors Tour,2024-09-28,17:30:00,USD,30.0,215.0,Petco Park,San Diego,California
Green Day,"Tributes to Pearl Jam, Green Day and Nirvana",2024-11-02,19:00:00,USD,15.0,100.0,Hobart Art Theatre,Hobart,Indiana
Green Day,GREEN DAY + OFFSPRING + BLINK 182 + WEEZER TRIBUTES (Green Today - Pretty Fly - Blink-180TRUE - Weezerton),2025-01-04,19:00:00,USD,24.0,24.0,Gaslamp Long Beach,Long Beach,California
Green Day,"Pop Punk Halloween with TRUSS (Paramore), Grant (Weezer), & Tall Grass (Green Day)",2024-10-26,20:00:00,USD,12.0,12.0,Grog Shop,Cleveland Heights,Ohio
Green Day,School of Rock Presents: Tribute to Green Day Feat. a Set by Rock 101,2024-09-29,11:45:00,USD,20.0,20.0,Madame Lou's,Seattle,Washington
Green Day,NOT.GREENDAY,2024-11-02,20:00:00,USD,22.0,22.0,Rialto ,Bozeman,Montana
Green Day,Not Greenday,2024-10-10,19:00:00,USD,15.0,15.0,Club David,Sioux Falls,South Dakota
Green Day,Not Greenday,2024-10-24,19:00:00,USD,15.0,15.0,1867 Bar,Lincoln,Nebraska
Green Day,NOT.GREENDAY w/ Whatsername at Cubby Bear in Chicago,2024-10-17,20:00:00,USD,15.0,15.0,Cubby Bear,Chicago,Illinois
Green Day,NOT.GREENDAY - The World's Most Dangerous Tribute to the Band We are Not,2024-10-19,19:00:00,USD,18.0,18.0,District 142,Wyandotte,Michigan
Green Day,Holo Holo Festival-2 Day Pass,2024-11-09,,USD,165.0,430.0,Tacoma Dome,Tacoma,Washington
Imagine Dragons,Imagine Dragons: LOOM WORLD TOUR,2024-09-28,19:00:00,USD,54.5,209.5,Gorge Amphitheatre,George,Washington
Imagine Dragons,Imagine Dragons: LOOM WORLD TOUR,2024-10-20,19:00:00,USD,65.0,259.5,Shoreline Amphitheatre,Mountain View,California
Imagine Dragons,Imagine Dragons: LOOM WORLD TOUR,2024-10-06,19:00:00,USD,39.5,219.5,Talking Stick Resort Amphitheatre,Phoenix,Arizona
Imagine Dragons,Imagine Dragons: LOOM WORLD TOUR,2024-10-26,19:00:00,USD,59.5,299.5,Hollywood Bowl,Hollywood,California
Imagine Dragons,Imagine Dragons: LOOM WORLD TOUR,2024-10-05,19:00:00,USD,49.5,199.5,North Island Credit Union Amphitheatre,Chula Vista,California
Imagine Dragons,Imagine Dragons: LOOM WORLD TOUR,2024-10-02,19:00:00,USD,42.5,209.5,Toyota Amphitheatre,Wheatland,California
Imagine Dragons,Imagine Dragons: LOOM WORLD TOUR,2024-09-29,19:00:00,USD,55.0,209.5,RV Inn Style Resorts Amphitheater ,Ridgefield,Washington
Imagine Dragons,Imagine Dragons: LOOM WORLD TOUR,2024-10-11,19:00:00,USD,39.5,239.5,Utah First Credit Union Amphitheatre,West Valley City,Utah
Imagine Dragons,Imagine Dragons: LOOM WORLD TOUR,2024-10-12,19:00:00,USD,39.5,239.5,Utah First Credit Union Amphitheatre,West Valley City,Utah
Imagine Dragons,Imagine Dragons: LOOM WORLD TOUR,2024-10-22,19:00:00,USD,59.5,299.5,Hollywood Bowl,Hollywood,California
Imagine Dragons,Imagine Dragons: LOOM WORLD TOUR,2024-10-23,19:00:00,USD,59.5,299.5,Hollywood Bowl,Hollywood,California
Imagine Dragons,Imagine Dragons: LOOM WORLD TOUR,2024-10-09,19:00:00,USD,39.5,209.5,Isleta Amphitheater,Albuquerque,New Mexico
Imagine Dragons,Imagine Dragons: LOOM WORLD TOUR,2024-10-15,19:00:00,USD,39.5,239.5,Utah First Credit Union Amphitheatre,West Valley City,Utah
Imagine Dragons,Imagine Dragons: LOOM WORLD TOUR Ft. LA Film Orchestra,2024-10-27,19:00:00,USD,59.5,299.5,Hollywood Bowl,Hollywood,California
Journey,Journey,2024-12-28,20:00:00,USD,199.95,499.95,The Venue at Thunder Valley Casino Resort,Lincoln,California
Journey,Journey USA,2024-11-08,20:00:00,USD,40.0,50.0,Yucaipa Performing Arts Center Indoor Theatre,Yucaipa,California
Journey,Foreigners Journey,2024-11-15,21:00:00,USD,21.5,31.5,Aura,Portland,Maine
Journey,Journey USA,2025-02-08,19:00:00,USD,22.5,67.5,The Magnolia,El Cajon,California
Journey,Journey USA,2024-12-28,20:00:00,USD,20.0,20.0,Club Madrid at Sunset Station Hotel & Casino,Henderson,Nevada
Journey,Foreigner's Journey,2025-04-25,19:30:00,USD,29.0,59.0,Duke Energy Center for the Arts - Mahaffey Theater,St Petersburg,Florida
Journey,Journey USA - The Hits of Journey,2025-01-25,20:00:00,USD,54.44,67.83,Ventura Theater,Ventura,California
Journey,CMS: Spanish Journey,2025-02-02,15:00:00,USD,35.0,70.0,Tilles Center - Krasnoff Theater,Brookville,New York
Journey,Journey Tribute: Escape,2024-11-15,20:00:00,USD,20.0,40.0,Impact Fuel Room,Libertyville ,Illinois
Journey,Voyage - a Journey Tribute,2024-10-11,20:00:00,USD,19.0,45.0,Hampton Beach Casino Ballroom,Hampton Beach,New Hampshire
Journey,Journey From The Heart,2024-10-11,19:30:00,USD,30.0,60.0,Fox Cities PAC,Appleton,Wisconsin
Journey,E5C4P3 - The Journey Tribute,2024-12-27,19:30:00,USD,25.0,40.0,Ludlow Garage Cincinnati,Cincinnati,Ohio
Journey,DSB - Tribute to Journey,2024-11-01,20:00:00,USD,19.95,39.95,Access at Aliante Casino & Hotel,North Las Vegas,Nevada
Journey,Journey From The Heart,2024-11-15,20:00:00,USD,25.0,35.0,Montgomery Performing Arts Centre,Montgomery,Alabama
Journey,Infinity Project - Journey Tribute,2024-11-15,20:30:00,USD,15.0,15.0,Suquamish Clearwater Beach Rock Music & Sports Lounge,Suquamish,Washington
